SMILE A,SMILE B,SMILE C,SMILE D,SMILE E,Melting Temperature (°„C),¿¥‘¥
O=C([*])C(C)O[*],[*]CC[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,185,10.1002_ppap.201500218_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]CCC(CCCC(CCCC(C[*])C)C)C,[*]C(C)C[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,170,10.1007_s00170-018-1953-6_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-].[Ca+2],,,,170,10.1007_s10706-016-0079-6_part_1.txt_∂Œ1_Material3
O=C([*])C(C)O[*],[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,,,,150,10.1007_s10924-016-0760-0_part_3.txt_∂Œ1_Material2
O=C([*])C(C)O[*],[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,,,,180,10.1007_s10924-020-01677-z_part_1.txt_∂Œ1_Material4
O=C([*])C(C)O[*],[*]C(CCCCCO[*])=O,[*]C(CCCCCO[*])=O,,,157.3,10.1007_s10965-021-02439-8_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]CCC(CCCC(CCCC(C[*])C)C)C,,,,131.43,10.1007_s11164-012-0994-y_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,[*]CCC(CCCC(CCCC(C[*])C)C)C,,,150,10.1007_s11367-012-0479-7_part_4.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C(CCCCCO[*])=O,[*]OCC[*],OCC(O)CO,,170,10.1007_s12206-011-0722-3_part_3.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,O=C(C1=CC=C(C([*])=O)C=C1)NC2=CCC(N[*])C=C2,,,150,10.1007_s12221-021-0587-8_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],O=C(C1=CC=C(C([*])=O)C=C1)NC2=CCC(N[*])C=C2,O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,,,145,10.1007_s13726-012-0112-4_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]CC([*])Cl,[Fe]12O[Fe]O[Fe](O2)O1,,,150,10.1007_s40430-020-2251-4_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]CC[*],[*]C(C)C[*],,,160,10.1007_s40684-019-00017-4_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],OCC(O)CO,,,,145,10.1007_s40684-019-00017-4_part_3.txt_∂Œ1_Material2
O=C([*])C(C)O[*],[*]CCCC([*])OC(C)=O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,151.2,10.1007_s41783-018-0037-2_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C(F)(C(F)([*])F)F,,,,175,10.1016_j.actbio.2012.07.009_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C(CCCCCO[*])=O,[*]NC(C(O)=O)CCC([*])=O,OCC(O)CO,,150,10.1016_j.addr.2016.06.012_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],O=[Mg].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Mg].O=[Mg].O,[*]C1=CC=C(C=C1)C(N[*])=O,[*]OCC[*],[*]C1=NC2=CC3=C(C=C2O1)OC(C4=CC=C(C=C4)[*])=N3,175,10.1016_j.addr.2016.06.012_part_4.txt_∂Œ1_Material1
O=C([*])C(C)O[*],NCCC[Si](OCC)(OCC)OCC,,,,148.6,10.1016_j.clay.2016.10.046_part_3.txt_∂Œ1_Material1
O=C([*])C(C)O[*],CC(NC(C([*])C)=O)C(NC(C)C(NC(C)C(N[*])=O)=O)=O,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,CC(NC(C([*])C)=O)C(NC(C)C(NC(C)C(N[*])=O)=O)=O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,150,10.1016_j.compositesa.2015.03.001_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,,152,10.1016_j.compscitech.2010.06.005_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],O=C(C(C[*])[*])N,,,,150,10.1016_j.compscitech.2013.01.013_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,OCC(O)CO,,,170,10.1016_j.compscitech.2018.12.021_part_6.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C(CCCCCO[*])=O,[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-].[Ca+2],[*]OCC[*],OCC(O)CO,160,10.1016_j.dental.2010.08.180_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-].[Ca+2],,,175,10.1016_j.egypro.2013.06.818_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]OCC[*],OCC(O)CO,,,150,10.1016_j.eml.2020.101136_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C/C=C(C[*])\Cl,,,,170,10.1016_j.eurpolymj.2015.05.001_part_3.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,,,153,10.1016_j.ijbiomac.2019.10.168_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C(CCCCCO[*])=O,[*]OCC[*],O=[Ti]=O,OCC(O)CO,170,10.1016_j.ijmecsci.2013.05.008_part_3.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]OCC[*],O=[Ti]=O,,,170,10.1016_j.ijmecsci.2016.04.021_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],O=[Ti]=O,[*]OCC[*],OCC(O)CO,,170,10.1016_j.ijmecsci.2017.09.004_part_11.txt_∂Œ1_Material1
O=C([*])C(C)O[*],O=[Mg].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Mg].O=[Mg].O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,175,10.1016_j.ijmecsci.2017.09.004_part_11.txt_∂Œ1_Material2
O=C([*])C(C)O[*],[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-].[Ca+2],[*]OCC[*],[*]OCCCCOC(CCC([*])=O)=O,,170,10.1016_j.ijplas.2011.10.007_part_3.txt_∂Œ1_Material1
O=C([*])C(C)O[*],O=[Ti]=O,[*]OCC[*],,,170,10.1016_j.jcis.2020.08.034_part_4.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]OCC[*],[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-].[Ca+2],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,170,10.1016_j.jmbbm.2012.02.008_part_3.txt_∂Œ1_Material1
O=C([*])C(C)O[*],OCC(O)CO,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,180,10.1016_j.jmbbm.2013.06.005_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[Ag],[*]C(CCCCCO[*])=O,,,170,10.1016_j.jmbbm.2015.10.011_part_3.txt_∂Œ1_Material1
O=C([*])C(C)O[*],OCC(O)CO,O=[Mg].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Mg].O=[Mg].O,,,160,10.1016_j.jmbbm.2017.01.008_part_5.txt_∂Œ1_Material2
O=C([*])C(C)O[*],O=P([O-])([O-])[O-].[Ca+2].[Ca+2].[OH-],[*]O[C@@]([H])(C)C(O[C@](C)([H])C([*])=O)=O,,,172.4,10.1016_j.jmbbm.2017.10.036_part_7.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-].[Ca+2],[*]OCC[*],,,170,10.1016_j.jmbbm.2017.11.037_part_4.txt_∂Œ1_Material1
O=C([*])C(C)O[*],OCC(O)CO,O=[Ti]=O,,,170,10.1016_j.jmbbm.2018.01.018_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C(CCCCCO[*])=O,[*]C/C=C(C[*])\Cl,,,170,10.1016_j.jmbbm.2019.05.016_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,,,153,10.1016_j.jmbbm.2019.103449_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-].[Ca+2],OCC(O)CO,[*]OCC[*],,170,10.1016_j.jmbbm.2019.103595_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,[Ag],,,150.1,10.1016_j.jmbbm.2021.104455_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],CC1=CC=C(C=C1N=C=O)N=C=O,O=C=NC(C=C1)=CC=C1CC2=CC=C(C=C2)N=C=O,CC1(CC(CC(C)(C1)C)N=C=O)CN=C=O,,152.2,10.1016_j.jmbbm.2021.104656_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],C[N+](CCO)(CCO)[3H],[*]C/C=C(C[*])\Cl,,,175,10.1016_j.matdes.2015.09.081_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],CC(NC(C([*])C)=O)C(NC(C)C(NC(C)C(N[*])=O)=O)=O,,,,155,10.1016_j.matpr.2021.06.425_part_1.txt_∂Œ1_Material2
O=C([*])C(C)O[*],[Cu],[Zn]=O,,,173,10.1016_j.msec.2018.08.002_part_6.txt_∂Œ1_Material6
O=C([*])C(C)O[*],[Ag+],[Zn]=O,,,173,10.1016_j.msec.2018.08.002_part_6.txt_∂Œ1_Material8
O=C([*])C(C)O[*],[*]C(C)C[*],C[N+](CCO)(CCO)[3H],,,123,10.1016_j.polymdegradstab.2015.10.019_part_2.txt_∂Œ1_Material3
O=C([*])C(C)O[*],[*]OCC[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,170,10.1016_j.polymertesting.2017.05.016_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]CCC1C([*])C2CCC1C2,,,,170,10.1016_j.polymertesting.2018.05.004_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],N#CC(C1=CC=CC=N1)C1=CC=CC=C1,,,,158.6,10.1021_acs.iecr.0c04285_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],C=C(C(OCC1CO1)=O)C,O=C=NC(C=C1)=CC=C1CC2=CC=C(C=C2)N=C=O,,,160,10.1021_acs.iecr.0c04285_part_3.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]N1C(C2=CC3=C(C=C2C1=O)C(N(C3=O)C4=CC=C(C=C4)OC5=CC=C(C=C5)[*])=O)=O,[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,,110,10.1021_acssuschemeng.0c03463_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C(C)C[*],[*]CC[*],[*]OCC[*],,150,10.1080_14658011.2020.1844522_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C(C)C[*],[*]CC[*],,,153.3,10.1080_14658011.2020.1844522_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,OCC1OC(C(C(C1O[*])O)O)[*],,,158.5,10.1088_1757-899x_290_1_012081_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,O=C(O)C([*])C[*],,155.48,10.1111_jfpp.15055_part_3.txt_∂Œ1_Material1
O=C([*])C(C)O[*],O=[Mg].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Mg].O=[Mg].O,[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,,170,10.3390_polym11020306_part_4.txt_∂Œ1_Material1
O=C([*])C(C)O[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]CC[*],,,150,10.3390_polym11020306_part_7.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]OCCCCOC(CCC([*])=O)=O,[*]O[C@@]([H])(C)C(O[C@](C)([H])C([*])=O)=O,,,110.1,10.3390_polym12102362_part_2.txt_∂Œ1_Material2
O=C([*])C(C)O[*],[Zn]=O,[*]OCC[*],,,175,10.3390_polym13040580_part_2.txt_∂Œ1_Material4
O=C([*])C(C)O[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,,,175,10.3390_polym13081247_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],O=C(C1=CC=C(C([*])=O)C=C1)NC2=CCC(N[*])C=C2,O=C(C1=CC=C(C([*])=O)C=C1)NC2=CCC(N[*])C=C2,,,150,10.4028_www.scientific.net_amm.145.1_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],C/C(C[*])=C/C[*],[*]CCC1C([*])C2CCC1C2,[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,[H][O-],151.3,10.4028_www.scientific.net_amm.851.179_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]CC[*],[*]CC[*],[*]CC[*],,161.21,10.4028_www.scientific.net_amr.627.233_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,OCC(O)CO,[*]CCCC([*])C(OC)=O,O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,146,10.4028_www.scientific.net_amr.684.75_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]CC[*],O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,,176.8,10.4028_www.scientific.net_amr.739.38_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],O=C(O[Na])COCC(OC(C(C1O)O)[*])C1OC(C(C(C2O[*])O)O)OC2COCC(O[Na])=O,,,,154,10.4028_www.scientific.net_amr.747.157_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],OCC1OC(OC2C(O)C(O)C(O[*])OC2CO)C(O)C(O)C1[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,180,10.4028_www.scientific.net_amr.747.698_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],O=[Mg].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Mg].O=[Mg].O,O=C([*])C(C)O[*],C=C(C(OCC1CO1)=O)C,,181.3,10.1002_adv.21875_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],O=C=NC(C=C1)=CC=C1CC2=CC=C(C=C2)N=C=O,,,,140,10.1002_app.32949_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]CC(C1=CC=CC=C1)[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,131.2,10.1002_app.49668_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]CC[*],O=C=NC(C=C1)=CC=C1CC2=CC=C(C=C2)N=C=O,,,151,10.1002_j.1941-9635.2017.tb01658.x_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C1=CC=C([*])N1,,,,150,10.1002_mame.202000584_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,[*]O[C@@]([H])(C)C(O[C@](C)([H])C([*])=O)=O,,,175,10.1002_marc.201900492_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C(C)C[*],C=C([CH3])C(=O)OC([CH3])[CH3],,,190,10.1002_pat.1954_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C(C(OC(CO[*])=O)C)=O,[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,[H]O[H],,180,10.1002_pat.5510_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[Zn]=O,O=C(OOC(=O)C1=CC=CC=C1)C1=CC=CC=C1,,,150,10.1002_pc.23226_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,,,150,10.1002_pc.23554_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]OCC[*],C=C(C(OCC1CO1)=O)C,CC1=CC(C)=C(C(C)=C1)C(P(C2=CC=CC=C2)(C3=CC=CC=C3)=O)=O,,170,10.1002_pc.24172_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[H][Si]([H])([H])[H],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,173,10.1002_pc.24747_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-].[Ca+2],,,170,10.1002_pc.25683_part_3.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C(C)C[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,123.8,10.1002_pc.25835_part_3.txt_∂Œ1_Material1
O=C([*])C(C)O[*],O=[Al]O[Al]=O,,,,151.85,10.1002_vnl.21837_part_1.txt_∂Œ1_Material2
O=C([*])C(C)O[*],OCC1OC(C(C(C1O[*])O)O)[*],,,,153.77,10.1007_s10853-011-5605-6_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[H][O-],C/C(C[*])=C/C[*],[H][Si]([H])([H])[H],,147.1,10.1007_s10924-011-0361-x_part_3.txt_∂Œ1_Material1
O=C([*])C(C)O[*],O=[Ti]=O,[*]CC[*],,,155,10.1007_s10924-019-01618-5_part_3.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,CC(NC(C([*])C)=O)C(NC(C)C(NC(C)C(N[*])=O)=O)=O,,,157.39,10.1007_s10973-019-09058-y_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]CCCC([*])OC(C)=O,[*]CC(CC[*])O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,167.24,10.1007_s12649-019-00738-2_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],COC(C(C[*])([*])C)=O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,147.6,10.1016_j.carbpol.2019.02.074_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,,,166,10.1016_j.cej.2019.123470_part_6.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,[*]OC1C(O)C(O)C(OC2C(CO)OC([*])C(O)C2O)OC1CO,,,145,10.1016_j.compstruct.2015.06.066_part_2.txt_∂Œ1_Material2
O=C([*])C(C)O[*],O=P([O-])([O-])[O-].[Ca+2].[Ca+2].[OH-],C[Si](O[*])(C)[*],[*]C(C)C[*],,170.9,10.1016_j.compstruct.2021.114267_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C(CCCCCO[*])=O,[*]OCC[*],[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-].[Ca+2],,170,10.1016_j.ensm.2019.05.026_part_6.txt_∂Œ1_Material1
O=C([*])C(C)O[*],OCC(O)CO,C=C(C(OCC1CO1)=O)C,O=C(OOC(=O)C1=CC=CC=C1)C1=CC=CC=C1,,148.7,10.1016_j.indcrop.2019.111748_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],C=C(C(OCC1CO1)=O)C,[*]OCC[*],OCC(O)CO,,170,10.1016_j.matdes.2011.08.046_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[Ag],[*]C(C)C[*],,,160,10.1016_j.memsci.2012.02.060_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[Al],[*]C(F)(C(F)([*])F)F,,,170,10.1016_j.polymdegradstab.2013.05.013_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],C=C(C(OCC1CO1)=O)C,,,150,10.1016_j.polymdegradstab.2021.109619_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],OCC1OC(OC2C(O)C(O)C(O[*])OC2CO)C(O)C(O)C1[*],O=[Mg].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Mg].O=[Mg].O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]O[C@@]([H])(C)C(O[C@](C)([H])C([*])=O)=O,157.7,10.1016_j.polymer.2020.123280_part_3.txt_∂Œ1_Material1
O=C([*])C(C)O[*],O=C([*])C1=CC=C2C=C(C=CC2=C1)OC(C3=CC=C(C=C3)O[*])=O,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,,,145,10.1021_acs.iecr.5b03473_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C(C)C[*],OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]CC(C#N)[*],,155,10.1021_acssuschemeng.9b01016_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]CC[*],[*]CC[*],,,168,10.1021_sc500767w_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C(C(OC(CO[*])=O)C)=O,,,,148.52,10.1080_00914037.2017.1297945_part_3.txt_∂Œ1_Material1
O=C([*])C(C)O[*],OCC(O)CO,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]CC[*],,157.4,10.1177_0021998315616274_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]OCC[*],C/C(C[*])=C/C[*],C/C(C[*])=C/C[*],,151,10.1177_0095244318758156_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[H][Si]([H])([H])[H],[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,,,152,10.1177_0892705711417029_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]CC(C1=CC=CC=C1)[*],[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,,,150,10.1177_0892705711417029_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]CCC1C([*])C2CCC1C2,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]CC[*],,151,10.1177_0892705718811895_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-].[Ca+2],OCC(O)CO,O=[Ti]=O,,170,10.1177_0954406214552683_part_3.txt_∂Œ1_Material1
O=C([*])C(C)O[*],O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,OCC1OC(OC2C(O)C(O)C(O[*])OC2CO)C(O)C(O)C1[*],,,158.3,10.1177_096739111602400910_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,,,171.6,10.1186_s43088-020-00057-9_part_3.txt_∂Œ1_Material1
O=C([*])C(C)O[*],OCC1OC(C(C(C1O[*])O)O)[*],[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,,,169,10.1557_mrc.2018.193_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],C(CC=O)CC=O,,,,175,10.3390_catal11020167_part_3.txt_∂Œ1_Material1
O=C([*])C(C)O[*],COC1=CC(/C=C/C=O)=CC(OC2=CC(C(C(OC3=CC=C(C=C3OC)C(C(CO)=O)O)CO)O)=CC=C2OC4=CC(C(C(COC5=CC=C(C=C5)C(C(CO)=O)O)=O)O)=CC=C4O)=C1,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,,150,10.3390_molecules26010126_part_3.txt_∂Œ1_Material1
O=C([*])C(C)O[*],O=C(C(C[*])[*])N,[H][O-],,,168.09,10.3390_polym10040403_part_2.txt_∂Œ1_Material1
